Amount,Applicant,Average,Beneficiary,Community_ID,Deviation,Frequency,Linkage
13960387.92,FRONTIER DEXTROSE LIMITED,3490096.98,SINGSINO GROUP LIMITED,5,725477.5867,4,0
16210423.94,FRONTIER DEXTROSE LIMITED,3242084.788,WEIFANG SHENGTAI MEDICINE CO LTD,5,618100.5353,5,0
188277.3,"ARIES PHARMACEUTICALS (PVT) LTD.,",188277.3,ARIHANTANAM LIFE CARE PVT LTD,5,,1,0
209197,"ARIES PHARMACEUTICALS (PVT) LTD.,",209197,HARIKA DRUGS PRIVATE LIMITED,5,,1,0
423623.92,"ARIES PHARMACEUTICALS (PVT) LTD.,",423623.92,HEER PHARMA PRIVATE LIMITED,5,,1,0
308565.57,"ARIES PHARMACEUTICALS (PVT) LTD.,",308565.57,IPCA LABORATORIES LIMITED,5,,1,0
990809.29,"ARIES PHARMACEUTICALS (PVT) LTD.,",495404.645,METROCHEM API PRIVATE LIMITED,5,22743.40372,2,0
141207.97,"ARIES PHARMACEUTICALS (PVT) LTD.,",141207.97,MOREPEN LABORATORIES LIMITED,5,,1,0
418394,"ARIES PHARMACEUTICALS (PVT) LTD.,",418394,NECTAR LIFESCIENCES LTD,5,,1,0
1197652.82,"ARIES PHARMACEUTICALS (PVT) LTD.,",598826.41,NEXCHEM PHARMACEUTICAL CO LTD,5,173811.4289,2,0
2018751.05,"ARIES PHARMACEUTICALS (PVT) LTD.,",2018751.05,PHARMEC TECHNOLOGIES CO LTD,5,,1,0
3148414.85,"ARIES PHARMACEUTICALS (PVT) LTD.,",1574207.425,QILU ANTIBIOTICS PHARMACEUTICAL,5,1664151.945,2,0
240576.55,"ARIES PHARMACEUTICALS (PVT) LTD.,",240576.55,SAI KRISHNA AGENCIES,5,,1,0
1621276.75,"ARIES PHARMACEUTICALS (PVT) LTD.,",1621276.75,SHANGHAI PUXI LTD,5,,1,0
345175.05,"ARIES PHARMACEUTICALS (PVT) LTD.,",345175.05,SYNERGENE ACTIVE INGREDIENTS,5,,1,0
345175.05,"ARIES PHARMACEUTICALS (PVT) LTD.,",345175.05,ZHEJIANG HUAHAI PHARMACEUTICAL,5,,1,0
496319.88,"ARIES PHARMACEUTICALS (PVT) LTD.,",496319.88,ZHEJIANG TIANYU PHARMACEUTICAL,5,,1,0
1294565.06,"MKB PHARMACEUTICALS (PVT) LTD.,",323641.265,AARTI INDUSTRIES LTD,5,33468.95755,4,0
419998,"MKB PHARMACEUTICALS (PVT) LTD.,",419998,ALCON BIOSCIENCES PRIVATE LIMITED,5,,1,0
243191.51,"MKB PHARMACEUTICALS (PVT) LTD.,",243191.51,MOREPEN LABORATORIES LIMITED,5,,1,0
11423914.95,"MKB PHARMACEUTICALS (PVT) LTD.,",1631987.85,NINGXIA QIYUAN PHARMACEUTICAL CO,5,374672.6389,7,0
2392500,"MKB PHARMACEUTICALS (PVT) LTD.,",299062.5,PHARMAGEN LIMITED,5,47017.04668,8,0
359998,"MKB PHARMACEUTICALS (PVT) LTD.,",359998,SHANGHAI SUTONG BIOTECHNOLOGY,5,,1,0
1129839.87,"MKB PHARMACEUTICALS (PVT) LTD.,",564919.935,TAURUS CHEMICALS P LTD,5,96275.50861,2,0
807833.4,"MKB PHARMACEUTICALS (PVT) LTD.,",403916.7,VITAL HEALTH CARE PVT LTD,5,216205.3937,2,0
1145994,"MKB PHARMACEUTICALS (PVT) LTD.,",381998,VITAL LABORATORIES PVT LTD,5,142280.4414,3,0
899996,"MKB PHARMACEUTICALS (PVT) LTD.,",899996,ZHEJIANG EASTASIA PHARMACEUTICAL,5,,1,0
3770292.2,"MKB PHARMACEUTICALS (PVT) LTD.,",1256764.067,ZHEJIANG GUOBANG PHARMACEUTICAL,5,276934.7584,3,0
3871041.29,"MKB PHARMACEUTICALS (PVT) LTD.,",645173.5483,ZHEJIANG JINGXIN PHARMACEUTICAL,5,232937.7714,6,0
817096606.1,"LEADS PHARMA (PVT) LTD.,",11841979.8,ARSHINE PHARMACEUTICAL CO LIMITED,5,13432274.92,69,0
334715.2,"LEADS PHARMA (PVT) LTD.,",334715.2,CHANGZHOU KANGZHENG TRADING,5,,1,0
7443442.39,"LEADS PHARMA (PVT) LTD.,",1240573.732,EUROASIA TRANS CONTINENTAL,5,1171808.289,6,0
4907975,"LEADS PHARMA (PVT) LTD.,",2453987.5,FIPHARM CO LIMITED,5,161219.639,2,0
775196,"LEADS PHARMA (PVT) LTD.,",387598,LASA SUPERGENERICS LIMITED,5,96732.20767,2,0
1840933.6,"LEADS PHARMA (PVT) LTD.,",920466.8,NECTAR LIFESCIENCES LTD,5,59169.84692,2,0
1631992,"LEADS PHARMA (PVT) LTD.,",1631992,OCI CORPORATION,5,,1,1
17083363.25,"LEADS PHARMA (PVT) LTD.,",5694454.417,PHIBRO ANIMAL HEALTH SA,5,235058.5843,3,1
10076650.92,"LEADS PHARMA (PVT) LTD.,",2519162.73,QINGDAO ASPIRIT CHEMICAL CO,5,625883.4842,4,1
655197,"LEADS PHARMA (PVT) LTD.,",655197,R L FINE CHEM PVT LTD,5,,1,0
5195974,"LEADS PHARMA (PVT) LTD.,",2597987,RAKSHIT PHARMACEUTICALS LTD,5,483658.2099,2,0
4199979,"LEADS PHARMA (PVT) LTD.,",2099989.5,SHANDONG DONGYUE SILICONE MATERIAL,5,84852.10664,2,1
572997,"LEADS PHARMA (PVT) LTD.,",572997,SHANKUS PHARMACEUTICALS,5,,1,0
437998,"LEADS PHARMA (PVT) LTD.,",437998,SINOPHARM WEIQIDA PHARMACEUTICAL,5,,1,0
2267136.1,"LEADS PHARMA (PVT) LTD.,",1133568.05,SUZHOU DAWNRAYS PHARMACEUTICAL,5,260742.8678,2,0
1137508.68,"HIMONT PHARMACEUTICALS (PVT) LTD.,",568754.34,ALEMBIC LIMITED,5,268113.3671,2,0
2390700.68,"HIMONT PHARMACEUTICALS (PVT) LTD.,",597675.17,ALEMBIC PHARMACEUTICALS LTD,5,132276.9828,4,0
1478245.54,"HIMONT PHARMACEUTICALS (PVT) LTD.,",492748.5133,ANHUI BBCA INTERNATIONAL CO LTD,5,89873.08239,3,0
584997,"HIMONT PHARMACEUTICALS (PVT) LTD.,",584997,GLENMARK PHARMACEUTICALS LIMITED,5,,1,0
2145544.88,"HIMONT PHARMACEUTICALS (PVT) LTD.,",357590.8133,JIANGXI MEDICINES AND HEALTH,5,92238.09415,6,0
3335983,"HIMONT PHARMACEUTICALS (PVT) LTD.,",3335983,PERKIN ELMER SINGAPORE PTE LTD,5,,1,1
6581967,"HIMONT PHARMACEUTICALS (PVT) LTD.,",6581967,RUIAN HUALIAN IMP AND EXP,5,,1,1
13284009.5,"HIMONT PHARMACEUTICALS (PVT) LTD.,",3321002.375,SINOCHEM QINGDAO CO LTD,5,756081.4864,4,0
16198343.31,"HIMONT PHARMACEUTICALS (PVT) LTD.,",1157024.522,SOUTH CHINA PHARMACEUTICAL COMPANY,5,720657.5518,14,0
407998,"HIMONT PHARMACEUTICALS (PVT) LTD.,",407998,SUPRIYA LIFESCIENCE LTD,5,,1,0
11668118.39,"HIMONT PHARMACEUTICALS (PVT) LTD.,",1666874.056,ZHEJIANG CHEMICALS IMPORT AND,5,1114610.272,7,0
2188206.83,"HIMONT PHARMACEUTICALS (PVT) LTD.,",547051.7075,ZHEJIANG HENGDIAN APELOA IMP AND,5,243777.483,4,0
4079980,SCILIFE PHARMA (PVT.) LTD.,4079980,AGILENT TECHNOLOGIES SINGAPORE,5,,1,1
313795.5,SCILIFE PHARMA (PVT.) LTD.,313795.5,AMSAL CHEM PRIVATE LIMITED,5,,1,0
4181980,SCILIFE PHARMA (PVT.) LTD.,836396,BAL PHARMA LTD,5,643754.8796,5,0
1229994,SCILIFE PHARMA (PVT.) LTD.,409998,CADILA PHARMACEUTICALS LTD,5,17320.50808,3,0
9449953,SCILIFE PHARMA (PVT.) LTD.,9449953,CHANGZHOU PHARMACEUTICAL FACTORY,5,,1,0
305998,SCILIFE PHARMA (PVT.) LTD.,305998,CTX LIFE SCIENCES PVT LTD,5,,1,0
272999,SCILIFE PHARMA (PVT.) LTD.,272999,HEER PHARMA PRIVATE LIMITED,5,,1,0
461998,SCILIFE PHARMA (PVT.) LTD.,461998,IDEAL CURES PRIVATE LIMITED,5,,1,0
389998,SCILIFE PHARMA (PVT.) LTD.,389998,INDSWIFT LABORATORIES LIMITED,5,,1,0
527997,SCILIFE PHARMA (PVT.) LTD.,527997,IPCA LABORATORIES LIMITED,5,,1,0
6107609,SCILIFE PHARMA (PVT.) LTD.,1221521.8,SUHEUNG CO LTD,5,631077.0163,5,0
489598,SCILIFE PHARMA (PVT.) LTD.,489598,ZHEJIANG HUAHAI PHARMACEUTICAL,5,,1,0
953995,SCILIFE PHARMA (PVT.) LTD.,953995,ZHEJIANG JINGXIN PHARMACEUTICAL,5,,1,0
14399928,SCILIFE PHARMA (PVT.) LTD.,14399928,ZHEJIANG TIANYU PHARMACEUTICAL,5,,1,0
8919488.07,SCILIFE PHARMA (PVT.) LTD.,4459744.035,ZHUHAI RUNDU PHARMACEUTICAL CO LTD,5,693291.2794,2,0
9680711,"THE SEARLE COMPANY LIMITED,",4840355.5,AGILENT TECHNOLOGIES SINGAPORE,5,4045167.683,2,1
2399988,"THE SEARLE COMPANY LIMITED,",2399988,CADILA PHARMACEUTICALS LTD,5,,1,0
3514509.6,"THE SEARLE COMPANY LIMITED,",1757254.8,CBC CO LTD,5,0,2,0
719996,"THE SEARLE COMPANY LIMITED,",719996,COREL PHARMA CHEM,5,,1,0
5941194.8,"THE SEARLE COMPANY LIMITED,",1980398.267,GNOSIS BIORESEARCH SRL,5,643627.9257,3,0
1542827.87,"THE SEARLE COMPANY LIMITED,",771413.935,HANGZHOU ZHONGBAO IMP AND EXP,5,18490.5807,2,0
7799961,"THE SEARLE COMPANY LIMITED,",7799961,IPCA LABORATORIES LIMITED,5,,1,0
9183774.09,"THE SEARLE COMPANY LIMITED,",3061258.03,SHANDONG PHARMACEUTICAL GLASS CO,5,174670.3438,3,0
935995,"THE SEARLE COMPANY LIMITED,",935995,SHANGHAI MEDIGRADE,5,,1,0
2033990,"THE SEARLE COMPANY LIMITED,",2033990,SUHEUNG CO LTD,5,,1,0
4544977,"THE SEARLE COMPANY LIMITED,",4544977,SUHEUNG VIETNAM CO LTD,5,,1,0
6757063.1,"THE SEARLE COMPANY LIMITED,",3378531.55,ZHEJIANG JINGXIN PHARMACEUTICAL,5,0,2,0
11296638,"THE SEARLE COMPANY LIMITED,",11296638,ZHUHAI CHUMING DEVELOPMENT CO LTD,5,,1,0
1464379,"LOWITT PHARMA (PVT) LTD.,",1464379,AARTI DRUGS LTD,5,,1,0
1355993,"LOWITT PHARMA (PVT) LTD.,",677996.5,ARIHANTANAM LIFE CARE PVT LTD,5,324135.6272,2,0
350404.97,"LOWITT PHARMA (PVT) LTD.,",350404.97,DK PHARMACHEM PVT LTD,5,,1,0
9126822.75,"LOWITT PHARMA (PVT) LTD.,",1825364.55,DSM SINOCHEM PHARMACEUTICALS,5,162813.0204,5,0
1349993,"LOWITT PHARMA (PVT) LTD.,",1349993,HARBIN PHARMACEUTICAL GROUP,5,,1,0
1412079.75,"LOWITT PHARMA (PVT) LTD.,",1412079.75,HEZE FANGMING PHARMACEUTICAL,5,,1,0
8733765.78,"LOWITT PHARMA (PVT) LTD.,",1247680.826,KOPRAN RESEARCH LABORATORIES,5,329044.7,7,0
16655691.83,"LOWITT PHARMA (PVT) LTD.,",2081961.479,LIZHU PHARMACEUTICAL TRADING CO,5,746239.0621,8,0
8197280.52,"LOWITT PHARMA (PVT) LTD.,",1366213.42,NECTAR LIFESCIENCES LTD,5,338798.1134,6,0
1175994,"LOWITT PHARMA (PVT) LTD.,",1175994,NEXCHEM PHARMACEUTICAL CO LTD,5,,1,0
6355012.82,"LOWITT PHARMA (PVT) LTD.,",1588753.205,NINGXIA QIYUAN PHARMACEUTICAL CO,5,685383.065,4,0
983995,"LOWITT PHARMA (PVT) LTD.,",983995,OPTIMUS DRUGS PRIVATE LIMITED,5,,1,0
1839591,"LOWITT PHARMA (PVT) LTD.,",613197,SHANDONG LUOXIN PHARMACEUTICAL,5,191183.5767,3,0
7908474.62,"LOWITT PHARMA (PVT) LTD.,",1977118.655,SHANDONG PHARMACEUTICAL GLASS CO,5,160395.1732,4,0
35500229.7,"LOWITT PHARMA (PVT) LTD.,",2218764.356,SINOPHARM WEIQIDA PHARMACEUTICAL,5,477352.6214,16,0
3599982,"LOWITT PHARMA (PVT) LTD.,",3599982,SRIAM LABS PVT LTD,5,,1,0
2524415.9,"LOWITT PHARMA (PVT) LTD.,",1262207.95,SUZHOU DAWNRAYS PHARMACEUTICAL,5,98690.96416,2,0
1889991,"LOWITT PHARMA (PVT) LTD.,",944995.5,SYNERGENE ACTIVE INGREDIENTS,5,496386.8391,2,0
3257984,"LOWITT PHARMA (PVT) LTD.,",3257984,VITAL LABORATORIES PVT LTD,5,,1,0
8393559.24,"LOWITT PHARMA (PVT) LTD.,",1398926.54,ZHUHAI UNITED LABORATORIES TRADING,5,402710.1198,6,0
6599967,"PHARMAGEN LIMITED,",6599967,ANHUI BAYI CHMICAL INDUSTRY CO LTD,5,,1,0
131807339,"PHARMAGEN LIMITED,",11982485.36,DSM SINOCHEM PHARMACEUTICALS,5,1036677.579,11,0
7199964,"PHARMAGEN LIMITED,",7199964,EVEREST ORGANICS LIMITED,5,,1,0
2697395,"PHARMAGEN LIMITED,",2697395,JLP CORPORATION,5,,1,1
34071497.07,"PHARMAGEN LIMITED,",2839291.422,LCY CHEMICAL CORP,5,1045743.213,12,1
11296638,"PHARMAGEN LIMITED,",5648319,LIZHU PHARMACEUTICAL TRADING CO,5,0,2,0
1710711,"PHARMAGEN LIMITED,",1710711,PETROCHEM MIDDLE EAST FZE,5,,1,1
33599832,"PHARMAGEN LIMITED,",11199944,ZHEJIANG ANGLIKANG PHARMACEUTICAL,5,1108507.321,3,0
134388591.6,"PHARMAGEN LIMITED,",16798573.95,ZHEJIANG HENGDIAN APELOA IMP AND,5,3843460.557,8,0
10878244,"PHARMAGEN LIMITED,",10878244,ZHEJIANG JINGXIN PHARMACEUTICAL,5,,1,0
18512288.87,"PHARMAGEN LIMITED,",2644612.696,ZHUHAI CHUMING DEVELOPMENT CO LTD,5,406353.6978,7,0
1268814,"Karam Ceramics Limited,",1268814,SEARLES VALLEY MINERALS,5,,1,0
5506480.07,"Karam Ceramics Limited,",1376620.018,ZHEJIANG CHEMICALS IMPORT AND,5,504937.2705,4,0
5939970,"JAWA PHARMACEUTICALS (PVT) LTD.,",2969985,ANHUI BBCA INTERNATIONAL CO LTD,5,63639.61031,2,0
2871228.82,"JAWA PHARMACEUTICALS (PVT) LTD.,",2871228.82,BAOJI TIANXIN PHARMACEUTICAL CO,5,,1,0
1631736.6,"JAWA PHARMACEUTICALS (PVT) LTD.,",1631736.6,DSM SINOCHEM PHARMACEUTICALS,5,,1,0
2783986,"JAWA PHARMACEUTICALS (PVT) LTD.,",2783986,EMERY OLEOCHEMICALS M SDN,5,,1,0
5177625.75,"JAWA PHARMACEUTICALS (PVT) LTD.,",2588812.875,FUJI KASEI CO LTD,5,184905.7716,2,1
3499954.22,"JAWA PHARMACEUTICALS (PVT) LTD.,",1166651.407,GULSHAN POLYOLS LIMITED,5,162987.2784,3,0
1606484.75,"JAWA PHARMACEUTICALS (PVT) LTD.,",803242.375,HEZE FANGMING PHARMACEUTICAL,5,26521.63082,2,0
4340837.74,"JAWA PHARMACEUTICALS (PVT) LTD.,",2170418.87,JIANGXI MEDICINES AND HEALTH,5,0,2,0
5507972,"JAWA PHARMACEUTICALS (PVT) LTD.,",2753986,LAIWU TAIHE BIOCHEMISRY CO LTD,5,0,2,1
5786916.18,"JAWA PHARMACEUTICALS (PVT) LTD.,",1446729.045,LCY CHEMICAL CORP,5,242704.1206,4,1
6119012.24,"JAWA PHARMACEUTICALS (PVT) LTD.,",3059506.12,NINGBO SMART PHARMACEUTICAL CO,5,0,2,0
1709127,"JAWA PHARMACEUTICALS (PVT) LTD.,",1709127,RAJ PETRO SPECIALITIES PVT LTD,5,,1,1
1863945.27,"JAWA PHARMACEUTICALS (PVT) LTD.,",931972.635,SHANDONG LIAOCHENG LUXI SIXTH,5,23963.78517,2,1
774028.9,"JAWA PHARMACEUTICALS (PVT) LTD.,",774028.9,SHANGHAI SHYNDEC PHARMACEUTICAL,5,,1,0
1568977.5,"JAWA PHARMACEUTICALS (PVT) LTD.,",1568977.5,SINGSINO GROUP LIMITED,5,,1,0
685643.17,"JAWA PHARMACEUTICALS (PVT) LTD.,",685643.17,SOUTH CHINA PHARMACEUTICAL COMPANY,5,,1,0
2343006.4,"JAWA PHARMACEUTICALS (PVT) LTD.,",2343006.4,SURIACHEM SDN BHD,5,,1,1
18299507.56,"JAWA PHARMACEUTICALS (PVT) LTD.,",2614215.366,TTCA CO LTD,5,1332828.808,7,1
2499904.15,"JAWA PHARMACEUTICALS (PVT) LTD.,",2499904.15,ZHEJIANG ANGLIKANG PHARMACEUTICAL,5,,1,0
1967990,"JAWA PHARMACEUTICALS (PVT) LTD.,",1967990,ZHEJIANG TIANYU PHARMACEUTICAL,5,,1,0
23251650.5,"HERBION PAKISTAN (PVT) LTD.,",4650330.1,BILCARE RESEARCH SINGAPORE,5,1840979.53,5,0
983995,"HERBION PAKISTAN (PVT) LTD.,",983995,CHANGZHOU JIAFA GRANULATING,5,,1,0
1416048,"HERBION PAKISTAN (PVT) LTD.,",1416048,GALAXY SURFACTANTS LTD,5,,1,0
18791906,"HERBION PAKISTAN (PVT) LTD.,",3758381.2,HUNAN JIUDIAN PHARMACEUTICAL,5,815528.1974,5,0
1319993,"HERBION PAKISTAN (PVT) LTD.,",1319993,JIANGYIN DRY EQUIPMENT MANUFACTURE,5,,1,0
431998,"HERBION PAKISTAN (PVT) LTD.,",431998,MOREPEN LABORATORIES LIMITED,5,,1,0
19556375,"HERBION PAKISTAN (PVT) LTD.,",3911275,MS PHARMA CORPORATION,5,3210954.95,5,0
2421455.27,"HERBION PAKISTAN (PVT) LTD.,",2421455.27,SHANGHAI PUXI LTD,5,,1,0
940840.87,"HERBION PAKISTAN (PVT) LTD.,",470420.435,ZHEJIANG JINGXIN PHARMACEUTICAL,5,37366.96593,2,0
2399988,"HERBION PAKISTAN (PVT) LTD.,",2399988,ZHEJIANG TIANYU PHARMACEUTICAL,5,,1,0
10982842.5,"STANLEY PHARMACEUTICALS (PVT) LTD.,",10982842.5,ACG PAMPAC MACHINES PVT LTD,5,,1,0
1349993,"STANLEY PHARMACEUTICALS (PVT) LTD.,",1349993,ACHARYA CHEMICALS,5,,1,0
4477268.72,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2238634.36,ALKALOIDA CHEMICAL COMPANY ZRT,5,377528.044,2,0
2858274.04,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2858274.04,ATLAS COPCO AIRPOWER NV,5,,1,1
18143910,"STANLEY PHARMACEUTICALS (PVT) LTD.,",9071955,BAOJI TIANXIN PHARMACEUTICAL CO,5,0,2,0
5705971,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2852985.5,BASF HONG KONG LIMITED,5,1896451.195,2,1
24244154.07,"STANLEY PHARMACEUTICALS (PVT) LTD.,",3463450.581,BASF SOUTH EAST ASIA PTE LIMITED,5,1929501.694,7,1
1619992,"STANLEY PHARMACEUTICALS (PVT) LTD.,",1619992,CSPC INNOVATION PHARMACEUTICAL,5,,1,0
20831896,"STANLEY PHARMACEUTICALS (PVT) LTD.,",10415948,HUBEI HONGYUAN PHARMACEUTICAL,5,475172.9285,2,0
16270296.67,"STANLEY PHARMACEUTICALS (PVT) LTD.,",8135148.335,JIANGXI MEDICINES AND HEALTH,5,676755.1206,2,0
17081915,"STANLEY PHARMACEUTICALS (PVT) LTD.,",17081915,JIH CHENG MACHINERY TECHNOLOGIES,5,,1,0
10985331,"STANLEY PHARMACEUTICALS (PVT) LTD.,",5492665.5,KYOWA CHEMICAL INDUSTRY CO LTD,5,69637.99713,2,0
727196,"STANLEY PHARMACEUTICALS (PVT) LTD.,",727196,LASA SUPERGENERICS LIMITED,5,,1,0
3347152,"STANLEY PHARMACEUTICALS (PVT) LTD.,",3347152,NAN YA PLASTICS CORPORATION,5,,1,0
46783417.5,"STANLEY PHARMACEUTICALS (PVT) LTD.,",9356683.5,NINGBO SMART PHARMACEUTICAL CO,5,1236847.224,5,0
8978580.83,"STANLEY PHARMACEUTICALS (PVT) LTD.,",4489290.415,OTS CORPORATION PTE LTD,5,1182322.723,2,1
12149939,"STANLEY PHARMACEUTICALS (PVT) LTD.,",12149939,SHAANXI BAOXIN PHARMACEUTICAL CO,5,,1,0
2301167,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2301167,SHIMADZU ASIA PACIFIC PTE LTD,5,,1,1
8302759,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2075689.75,SMRUTHI ORGANICS LTD,5,402534.6104,4,0
2063990,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2063990,SOUTH CHINA PHARMACEUTICAL COMPANY,5,,1,0
5502827.72,"STANLEY PHARMACEUTICALS (PVT) LTD.,",5502827.72,VANDERBILT MINERALS LLC,5,,1,0
4244978,"STANLEY PHARMACEUTICALS (PVT) LTD.,",2122489,ZHEJIANG GUOBANG PHARMACEUTICAL,5,1410670.957,2,0
721729.65,"STANLEY PHARMACEUTICALS (PVT) LTD.,",721729.65,ZHEJIANG JINGXIN PHARMACEUTICAL,5,,1,0
9095955,"HIGHNOON LABORATORIES LTD.,",2273988.75,AARTI INDUSTRIES LTD,5,1092653.649,4,0
750116,"HIGHNOON LABORATORIES LTD.,",750116,ACG PHARMA TECHNOLOGIES PVT LTD,5,,1,0
6539967,"HIGHNOON LABORATORIES LTD.,",6539967,AGILENT TECHNOLOGIES SINGAPORE,5,,1,1
34356352.4,"HIGHNOON LABORATORIES LTD.,",2642796.338,CADILA PHARMACEUTICALS LTD,5,1890870.941,13,0
1199994,"HIGHNOON LABORATORIES LTD.,",1199994,CHANGZHOU PHARMACEUTICAL FACTORY,5,,1,0
2134482.75,"HIGHNOON LABORATORIES LTD.,",711494.25,COREL PHARMA CHEM,5,63215.09134,3,0
13652196.22,"HIGHNOON LABORATORIES LTD.,",3413049.055,DSM NUTRITIONAL PRODUCTS ASIA,5,1051472.228,4,0
4362443,"HIGHNOON LABORATORIES LTD.,",4362443,LA FIDUCIARIA SRL,5,,1,0
2759986,"HIGHNOON LABORATORIES LTD.,",689996.5,LEE PHARMA LIMITED,5,34640.4388,4,0
8549957,"HIGHNOON LABORATORIES LTD.,",4274978.5,MSN LABORATORIES PRIVATE LIMITED,5,4136554.164,2,0
6798902.5,"HIGHNOON LABORATORIES LTD.,",3399451.25,NANTONG HUIDESENG PACKAGING,5,2588680.803,2,0
4123552.05,"HIGHNOON LABORATORIES LTD.,",2061776.025,OPTIMUS DRUGS PRIVATE LIMITED,5,1835941.911,2,0
107048600.3,"HIGHNOON LABORATORIES LTD.,",7646328.592,PT DNP INDONESIA,5,1274310.835,14,0
12509937,"HIGHNOON LABORATORIES LTD.,",6254968.5,ZHEJIANG TIANYU PHARMACEUTICAL,5,2948620.428,2,0
1653911.48,"SANOFI-AVENTIS PAKISTAN LIMITED.,",1653911.48,ACG PAMPAC MACHINES PVT LTD,5,,1,0
19799901,"SANOFI-AVENTIS PAKISTAN LIMITED.,",9899950.5,ACHARYA CHEMICALS,5,4666881.421,2,0
8317583.35,"SANOFI-AVENTIS PAKISTAN LIMITED.,",1039697.919,ANHUI BBCA INTERNATIONAL CO LTD,5,227624.3465,8,0
4706932.5,"SANOFI-AVENTIS PAKISTAN LIMITED.,",4706932.5,BAOJI TIANXIN PHARMACEUTICAL CO,5,,1,0
627591,"SANOFI-AVENTIS PAKISTAN LIMITED.,",627591,BIOBASE MEIHUA TRADING COLTD,5,,1,1
10086588.32,"SANOFI-AVENTIS PAKISTAN LIMITED.,",2521647.08,BOROUGE PTE LTD,5,1319412.02,4,1
567598,"SANOFI-AVENTIS PAKISTAN LIMITED.,",283799,CBC CO LTD,5,0,2,0
12654382,"SANOFI-AVENTIS PAKISTAN LIMITED.,",4218127.333,DELTA ENGINEERING CONCERN FZE,5,4146646.924,3,0
1751175,"SANOFI-AVENTIS PAKISTAN LIMITED.,",1751175,METROHM AG,5,,1,1
21851827.02,"SANOFI-AVENTIS PAKISTAN LIMITED.,",2427980.78,NAN YA PLASTICS CORPORATION,5,1655893.683,9,0
4223979,"SANOFI-AVENTIS PAKISTAN LIMITED.,",4223979,NCPC HEBEI HUAMIN PHARMACEUTICAL,5,,1,0
8604246,"SANOFI-AVENTIS PAKISTAN LIMITED.,",2151061.5,SHANDONG PHARMACEUTICAL GLASS CO,5,614589,4,0
5867971,"SANOFI-AVENTIS PAKISTAN LIMITED.,",5867971,SHIMADZU ASIA PACIFIC PTE LTD,5,,1,1
1323694.02,"SANOFI-AVENTIS PAKISTAN LIMITED.,",1323694.02,TRUKING TECHNOLOGY LIMITED,5,,1,0
8089322,"SANOFI-AVENTIS PAKISTAN LIMITED.,",4044661,UNTES ISITMA KLIMA SOGUTMA,5,388437.7965,2,0
3641852.88,"SANOFI-AVENTIS PAKISTAN LIMITED.,",1213950.96,VANDERBILT MINERALS LLC,5,460587.02,3,0
336824576.1,"SANOFI-AVENTIS PAKISTAN LIMITED.,",33682457.61,WUHAN WUYAO PHARMACEUTICAL CO,5,11932783.85,10,0
35298348.2,"SANOFI-AVENTIS PAKISTAN LIMITED.,",5042621.171,ZHEJIANG APELOA KANGYU,5,1488409.342,7,0
2301167,"SANOFI-AVENTIS PAKISTAN LIMITED.,",2301167,ZHEJIANG CANAAN TECHNOLOGY,5,,1,0
967536.12,"FEROZSONS LABORATORIES LIMITED,",967536.12,AARTI INDUSTRIES LTD,5,,1,0
6899966,"FEROZSONS LABORATORIES LIMITED,",6899966,BEIJING SINO HANSON IMPORT AND,5,,1,0
2055360.52,"FEROZSONS LABORATORIES LIMITED,",1027680.26,CTX LIFE SCIENCES PVT LTD,5,1209283.75,2,0
410549.11,"FEROZSONS LABORATORIES LIMITED,",410549.11,GLENMARK PHARMACEUTICALS LIMITED,5,,1,0
12133426,"FEROZSONS LABORATORIES LIMITED,",12133426,HEBEI XINGANG PHARMACEUTICAL CO,5,,1,0
585751.6,"FEROZSONS LABORATORIES LIMITED,",585751.6,INDSWIFT LABORATORIES LIMITED,5,,1,0
3591289,"FEROZSONS LABORATORIES LIMITED,",3591289,LA FIDUCIARIA SRL,5,,1,0
53999730,"FEROZSONS LABORATORIES LIMITED,",53999730,LAURUS LABS PRIVATE LIMITED,5,,1,0
8639957,"FEROZSONS LABORATORIES LIMITED,",8639957,SHIMADZU ASIA PACIFIC PTE LTD,5,,1,1
83678800,"FEROZSONS LABORATORIES LIMITED,",83678800,SYMBIO GENERRICS INDIA PRIVATE,5,,1,0
53868227.5,"FEROZSONS LABORATORIES LIMITED,",26934113.75,YENCHEN MACHINERY CO LTD,5,16782639.53,2,0
1259888.93,"FEROZSONS LABORATORIES LIMITED,",1259888.93,ZHEJIANG GUOBANG PHARMACEUTICAL,5,,1,0
5543972,"FEROZSONS LABORATORIES LIMITED,",5543972,ZHEJIANG TIANYU PHARMACEUTICAL,5,,1,0
3104071.75,HELIX PHARMA (PVT) LIMITED.,1552035.875,ALEMBIC LIMITED,5,197927.8501,2,0
5759971,HELIX PHARMA (PVT) LIMITED.,2879985.5,ANQING WORLD CHEMICAL CO LTD,5,169704.9204,2,0
4649403.31,HELIX PHARMA (PVT) LIMITED.,1549801.103,BEIJING SINO HANSON IMPORT AND,5,802505.2504,3,0
