Amount,Applicant,Average,Beneficiary,Community_ID,Deviation,Frequency,Linkage
449945.26,KOMPASS PAKISTAN PVT LTD PLOT NO 172 SECTOR 24 KORANGI INDUSRIAL AREA KARACHI,449945.26,HELL GRAVURE SYSTEMS PHILIPPREISWEG 5 24148 KIEL GERMANY ,44,,1,0
6763230.4,KOMPASS PAKISTAN PVT LTD PLOT NO 172 SECTOR 24 KORANGI INDUSRIAL AREA KARACHI,270529.216,WINDMOLLER AND HOLSCHER MUENSTERSTRASSE 50 49525 LENGERICH GERMANY,44,371717.5462,25,0
34727561.25,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,11575853.75,BEST FORTUNE TRADING LTD IRONMONGERS PLACE HONG KONG ,3,558879.8267,3,0
56265735.06,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,11253147.01,GUANGDONG FUTINA ELECTRICAL CO LTD FOSHAN LELIU CHINA ,3,1679965.067,5,0
12539378.61,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,12539378.61,JINAN DALONG MECHANICAL AND ELECTRICAL INDUSTRY CO LTD CHINA ,3,,1,0
2667909.18,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,2667909.18,KUNSHAN LEAR ELECTRIC INDUSTRY CO LTD NO 1255 CHENGBEI ROAD YUSHAN TOWN KUNSHAN CITY JIANGSU CHINA ,3,,1,0
32478010.25,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,10826003.42,SHANGHAI OCEAN SHIPPING SUPPLY CO LTD SHANGHAI CHINA ,3,3854377.466,3,0
57543836.73,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,11508767.35,SHUN SHI LIMITED UNIT A1 7F CHEUK NANG PLAZA 250 HENNESSY ,3,3277678.756,5,0
32068962.29,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,10689654.1,TIAN JIN TEXTILLE GROUP IMPORT AND EXPORT INC CHINA ,3,3804096.246,3,0
57481640.02,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,14370410,TIGERLILY INTERNATIONAL UK LTD CHINA ,3,743041.3734,4,0
48655380.51,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,8109230.085,TIT GENERAL TRADING LLC OFFICE 107 1ST FLR ALRAS BLDG AL RAS FOODSTUFF MARKET PO BOX 430943 DEIRA DUBAI UAE,3,3646431.526,6,0
17581030.95,R USMAN ENTERPRISES 5 UPPER MALL MIAN MIR ROAD LAHORE ,8790515.475,WENZHOU VOOETE INDUSTRY CO LTD CHINA ,3,4956834.496,2,0
4427647.49,GREEN GOLD AGRI SEEDS HJOUSE NO 436 C MOHALLAH AMIN TOWN FAISALABAD 0321 7654055,4427647.49,BHARAT AGRO OVERSEAS INDIA A64 INDUSTRIAL AREAGTKARNAL ROA DELHI110033INDIA ,48,,1,0
628927.2,GREEN GOLD AGRI SEEDS HJOUSE NO 436 C MOHALLAH AMIN TOWN FAISALABAD 0321 7654055,628927.2,HEFEI PANG S AGROPRODUCTS CO LTD 91401 LIULANJU MENGYUANXIAOQU HEFEI CHINA ,48,,1,0
11113143.62,GREEN GOLD AGRI SEEDS HJOUSE NO 436 C MOHALLAH AMIN TOWN FAISALABAD 0321 7654055,2778285.905,HOSHIARPURIAN DI HATTI SABZI MANDI AMRITSER INDIA ,48,481707.4964,4,0
236476.62,IDEAL TRADING COMPANY 56-KASHMIR ROAD AMIN TOWN CANAL ROAD FAISALABAD,118238.31,HANIL IND CO 8385 NAERI GUJIMYUN DAISUNGGUN DAEGU SOUTH KOREA,82,88943.7376,2,0
79347.55,IDEAL TRADING COMPANY 56-KASHMIR ROAD AMIN TOWN CANAL ROAD FAISALABAD,79347.55,JIANGSU JINTUNG CHEMICAL CORP LTD NANJING ECONOMIC AND TECHNICAL DEVELOPMENT ZONE NANJING 210046 CHINA,82,,1,0
2076164.16,"KOHINOOR CHEMICAL COMPANY (PRIVATE) LIMITED., TIBBET CENTRE, M.A.JINNAH ROAD, KARACHI-74400, PAKISTAN.",2076164.16,ASHLAND INDUSTRIES EUROPE GMBH RHEINWEG 11 8200 SCHAFFHAUSEN SWITZERLAND ,19,,1,0
4805003.82,"KOHINOOR CHEMICAL COMPANY (PRIVATE) LIMITED., TIBBET CENTRE, M.A.JINNAH ROAD, KARACHI-74400, PAKISTAN.",1601667.94,CPL AROMAS FZE PO BOX 17643 PLOT NO S31202 SOUTH JEBEL ALI FREE ZONE DUBAI UAE,19,0,3,0
1383639.84,"KOHINOOR CHEMICAL COMPANY (PRIVATE) LIMITED., TIBBET CENTRE, M.A.JINNAH ROAD, KARACHI-74400, PAKISTAN.",1383639.84,DSM NUTRITIONAL PRODUCTS ASIA PACIFIC 30 PASIR PANJANG ROAD MAPLETREE BUSINESS CITY NO 1331 SINGAPORE 117440,19,,1,1
1886781.6,"KOHINOOR CHEMICAL COMPANY (PRIVATE) LIMITED., TIBBET CENTRE, M.A.JINNAH ROAD, KARACHI-74400, PAKISTAN.",1886781.6,KEVA FRAAGRANCES PVT LTD DEVKARAN 36 MANGALDAS ROAD MUMBAI400 002IN ,19,,1,0
12808616.04,"KOHINOOR CHEMICAL COMPANY (PRIVATE) LIMITED., TIBBET CENTRE, M.A.JINNAH ROAD, KARACHI-74400, PAKISTAN.",1164419.64,PETEREIT KG ALTER WALL 22 20457 HAMBURG GERMANY ,19,903781.1946,11,0
2018332.21,"KOHINOOR CHEMICAL COMPANY (PRIVATE) LIMITED., TIBBET CENTRE, M.A.JINNAH ROAD, KARACHI-74400, PAKISTAN.",2018332.21,WUXI KIMRISE INTERNATIONAL CORP ROOM 10171018 BUILDING NO15 COLUMBUS PLAZA NO311 GUANGNAN RD WUXI JIANGSU CHINA,19,,1,0
8569027.23,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,4284513.615,ANHUI WHITE RABBIT INTERNATIONAL INVESTMENT CO LTD TONGXIANG ROAD ECONOMIC ZONE TONGCHENG CITY ANHUI PROVINCE CHINA,7,2264285.943,2,0
49689127.19,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,4140760.599,CHANGZHOU DAHUA IMP AND EXP GROUP CORP LTD CHINA ,7,1733406.017,12,0
35218487.15,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,7043697.43,HEBEI SANING TRADING CO LTD HEBEI CHINA ,7,2872219.123,5,0
9171855,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,3057285,HEBEI ZANGYUAN TRADING CO LTD RM 405 OFFICE BLDG BEIFANG AUTO PARTS CITY NO88 NORTH OURTER RING CHANG AN DIST HEBEI CHINA,7,1709849.806,3,0
42411696.3,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,7068616.05,HIGH HOPPE INTL GROUP JIANGSU CHAMPION HOLDINGS LIMITED COMPANY NO91 BAIXIA RD NANJING CHINA,7,6865943.001,6,0
3768531.78,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,3768531.78,JIANGSU SIHONG FUEL INJECTION EQUIPMENT CO LTD CHINA ,7,,1,0
5730784.65,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,5730784.65,JINAN QINGONG INTERNATIONAL TRADE CO LTD JINAN CITY CHINA ,7,,1,0
24805725.24,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,4961145.048,SHANDONG XINYA IMPORT AND EXPOR CO NO1 MIDDLE CHANGJIANG ROAD ECONOMI ,7,2593977.633,5,0
9171851.86,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,3057283.953,TIAN JIN TEXTILLE GROUP IMPORT AND EXPORT INC CHINA ,7,1439462.101,3,1
15775449.09,AL-KARAM AUTOS SHOP NO 25/4 BABAR STREET NISHTER BRANDRETH ROAD LAHORE PAKISTAN ,2629241.515,URUMQI CHANGYIHUI TRADE CO LTD NO47 HETAN NORTH ROAD URUMQI XINJ ,7,202710.809,6,0
4654061.28,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,2327030.64,CHINA JIANGSU INTERNATIONAL ECONOMI 24TH FLOOR NO 8 ZHONGSHAN NANLU NAN ,7,1156268.589,2,1
6103478.52,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,2034492.84,HANGZHOU ANYSEW GARMENT EQUIPMENT CO LTD CHINA ,7,516712.8659,3,0
19726511.27,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,4931627.818,HIGH HOPPE INTL GROUP JIANGSU CHAMPION HOLDINGS LIMITED COMPANY NO91 BAIXIA RD NANJING CHINA,7,1251042.797,4,0
15507002,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,3101400.4,HUNAN MEC MACHINERY AND ELECTRONICS IMP AND EXP CORP CHINA ,7,1953854.812,5,0
7951736.24,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,1987934.06,SHANDONG JIADEMENG IMP AND EXP CO L  ,7,2008212.616,4,0
20160156.58,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,10080078.29,SHANDONG XINYA IMPORT AND EXPOR CO NO1 MIDDLE CHANGJIANG ROAD ECONOMI ,7,6624010.736,2,0
1880226.08,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,1880226.08,TIAZHOU PINGUAN IMPORT AND EXPORT CO LTD CHINA ,7,,1,0
2572039.71,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,2572039.71,URUMQI CHANGYIHUI TRADE CO LTD NO47 HETAN NORTH ROAD URUMQI XINJ ,7,,1,0
4037977.82,AYUB & COMPANY 17-ABBOT ROAD LAHORE LAHORE ,2018988.91,WENZHOU FAMOUS TRADE CO LTD CHINA ,7,38811.33759,2,0
5314518.7,"PAK PAP (PVT.) LTD. 1, ISMAIL CENTRE TAYYABJEE ROAD, OFF:SHAHRAH-E-LIAQUAT, KARACHI, PAKISTAN",2657259.35,AMERICAN PAPER EXPORT INC SUITE 506  1080 HOWE STREET VANCOUVER BC CANADA V6Z 2TI ,34,764085.9972,2,0
93474756.88,"PAK PAP (PVT.) LTD. 1, ISMAIL CENTRE TAYYABJEE ROAD, OFF:SHAHRAH-E-LIAQUAT, KARACHI, PAKISTAN",6231650.459,KAMSONS MIDDLE EAST DMCC PO BOX 450125 DUBAI  UAE ,34,3555502.347,15,0
6897077.73,"PAK PAP (PVT.) LTD. 1, ISMAIL CENTRE TAYYABJEE ROAD, OFF:SHAHRAH-E-LIAQUAT, KARACHI, PAKISTAN",6897077.73,MUNAWAR INTERNATIONAL PLOT NO9112021 AND 22 SECTOR C1 EPZ KARACHI PAKISTAN,34,,1,0
12010048.32,"PAK PAP (PVT.) LTD. 1, ISMAIL CENTRE TAYYABJEE ROAD, OFF:SHAHRAH-E-LIAQUAT, KARACHI, PAKISTAN",4003349.44,NORCELL ASIA 271 BUKIT TIMAH ROADNO0313 BALMORAL PLAZA SINGAPORE259708,34,1562298.439,3,0
6813174.65,"PAK PAP (PVT.) LTD. 1, ISMAIL CENTRE TAYYABJEE ROAD, OFF:SHAHRAH-E-LIAQUAT, KARACHI, PAKISTAN",2271058.217,PACE 2000 TRADING LIMITED GATE HOUSE FRETHERNE ROAD WELWYN GARDEN CITY HERTS AL8 6NS UNITED KINGDOM,34,1559823.531,3,0
9947951.16,"PAK PAP (PVT.) LTD. 1, ISMAIL CENTRE TAYYABJEE ROAD, OFF:SHAHRAH-E-LIAQUAT, KARACHI, PAKISTAN",4973975.58,SCANDIANA TRADING CO VEGAGATAN 52 1ST FLOOR SE41311 GOTHENBURG SWEDEN ,34,6044542.287,2,0
12567474.88,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",12567474.88,AFRISIAN GINNING LTD 34 SAZA RD CHANG OMBE POBOX 19964 DAR ES SALAM TANZANIA,112,,1,0
12760471.67,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",12760471.67,AGT FOODS 6200 E PRIMROSE GREEN DR REGINA SK CANADA S4V 3L7 ,112,,1,0
39224910.64,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",7844982.128,AUSTRALIAN GRAIN EXPORT PTY LTD 12 ROBERT STREET MAITLAND SA 5573 AUSTRALIA,112,1578235.128,5,0
21431050.73,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",10715525.37,GLENCORE GRAIN PTY LTD (Multiple),112,3858097.684,2,0
20863035.14,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",10431517.57,GLOBEWAYS CANADA INC 2570 MATHESON BLVD E MISSISSAUGA ONTARIO L4W 4Z3 CANADA ,112,55730.66339,2,0
8548745.38,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",8548745.38,JM GRAINS PTY LTD SUITE 116147 PIRIE STREET ADELAIDE 5000 SOUTH AUSTRALIA AUSTRALIA,112,,1,0
19420255.17,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",9710127.585,MARINA COMMODITIES INC 90 BURNHAMTHORPE RDWEST SUITE 1102 MISSISSAUGA ON L5B 3C3 CANADA,112,880669.0044,2,0
9879398.1,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",9879398.1,MODELUX INTERNATIONAL FZE OFFICE NOE2 104F56 HAMRIYAH FREE ZONESHARJAH UNITED ARAB EMIRATES,112,,1,0
12951393.01,"HARVEST GRAINS TRADING CO. SHOP NO 8, SHAH BUX MARKET,ANAJ MANDI HYDERABAD SINDH.PAKISTAN",12951393.01,SIMPSON SEED INC 1136 NORTH SERVICE ROAD MOOSE JAW SASKAATCHEWANCANADA ,112,,1,0
20085355.1,ZUBAIR SONS 200 FEROZPUR ROAD LAHORE LAHORE,1181491.476,AONAWEI CHINA LIMITED ROOM 01 21F PROSPER COMMERCIAL BLDG 9 YIN CHONG STREET KOWLOON HK,11,809613.1114,17,0
9772739.4,ZUBAIR SONS 200 FEROZPUR ROAD LAHORE LAHORE,751749.1846,FOSHAN JUNJING INDUSTRIAL CO LTD 4F JINQIAO BUILDING HUA YUAN ROAD EAST FOSHAN GUANGDONG CHINA ,11,461716.8832,13,0
4215057.52,ZUBAIR SONS 200 FEROZPUR ROAD LAHORE LAHORE,1053764.38,HANGZHOU FUMEI IMP AND EXP CO LTD FLOOR 2 NO 449 SHANGMAO STREET GUAL ,11,324260.4979,4,0
3852967.35,ZUBAIR SONS 200 FEROZPUR ROAD LAHORE LAHORE,642161.225,HANGZHOU GREEDAY IMP AND EXP CO LTD 156 NORTH SHIXIN RD XIAOSHAN DIST H ,11,413392.1855,6,0
12365925.73,ZUBAIR SONS 200 FEROZPUR ROAD LAHORE LAHORE,883280.4093,SHANDONG DIANSHI CERAMICS CO LTD 26F TOWER ONE TIME SQUARE 1 MATHESONS STREET CAUSE WAY BAY HK ,11,411489.8222,14,0
17518050.22,ZUBAIR SONS 200 FEROZPUR ROAD LAHORE LAHORE,673771.1623,XIAMEN SENSTAR IMP AND EXP CO LTD ROOM C1 FLOOR5 NO9LIAN HUA SOUTH ROAD SIMING DISTRICT XIAMEN CHINA,11,305677.1861,26,0
306920147.6,"DAI-ICHI LIGHTING OFFICE# 23, 1ST FLOOR, ARKAY SQUARE EXTENSION, SHAHRAH-E-LIAQUAT, NEW CHALLI, KARACHI.    03002110019",7307622.561,GOOD FAITH ENTERPRISES DEVELOPMENT RM NO 1605A HO KING COMMERCIAL CEN HONGKONG ,92,3522218.667,42,0
238858128.2,"DAI-ICHI LIGHTING OFFICE# 23, 1ST FLOOR, ARKAY SQUARE EXTENSION, SHAHRAH-E-LIAQUAT, NEW CHALLI, KARACHI.    03002110019",4265323.718,JIANGXI BIOD OPTOELECTRONIC COLTD JIANGXI PROVINCE TAIHE CITY WENLING INDUSTRIAL ZONECHINA ,92,3557534.673,56,0
4501231.97,"DAI-ICHI LIGHTING OFFICE# 23, 1ST FLOOR, ARKAY SQUARE EXTENSION, SHAHRAH-E-LIAQUAT, NEW CHALLI, KARACHI.    03002110019",4501231.97,NINGBO ELLI INTERNATIONAL CO LTD 6A 655 ZHONGXING ROAD NONGBO CHINA ,92,,1,0
7632870.14,"DAI-ICHI LIGHTING OFFICE# 23, 1ST FLOOR, ARKAY SQUARE EXTENSION, SHAHRAH-E-LIAQUAT, NEW CHALLI, KARACHI.    03002110019",1272145.023,SHENYANG FUYOU LIGHTING ELECTRIC EQUIPMENT PLANT MENTAI VILLAGEGUANGHUI TOWN YUHONG DISTRICSHENYANG CITY CHINA,92,355763.1293,6,0
116678810,"SWAT AGRO CHEMICALS OFFICE NO.TF-142,143,144, DEANS TRADE CENTER, 3RD FLOOR SADDAR ROAD  PESHAWAR CANTT",8975293.076,AMVAC NETHERLANDS BV KOKERMOLEN 5 3994 DG HOUTEN THE N ,104,3797794.785,13,0
137758536.8,"SWAT AGRO CHEMICALS OFFICE NO.TF-142,143,144, DEANS TRADE CENTER, 3RD FLOOR SADDAR ROAD  PESHAWAR CANTT",8103443.339,CHEMINOVA AS POST BOX 9  DK7620 LEMVIG DENMARK ,104,4737387.407,17,0
19149266.23,"SWAT AGRO CHEMICALS OFFICE NO.TF-142,143,144, DEANS TRADE CENTER, 3RD FLOOR SADDAR ROAD  PESHAWAR CANTT",1914926.623,COMPO EXPERT GMBH GILDENSTRASSE 38 48157 MUENSTER GERMANY,104,938157.9506,10,0
8359490.7,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",8359490.7,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,,1,0
56512183.32,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",11302436.66,GREAT FASHION TRADING LLC UAE ,3,1238122.451,5,0
20190124.96,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",10095062.48,JINAN DALONG MECHANICAL AND ELECTRICAL INDUSTRY CO LTD CHINA ,3,1019510.178,2,0
20689765.69,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",10344882.85,NEW PROSPECT GENERAL TRADING LLC UAE ,3,770734.5475,2,0
30029177.38,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",10009725.79,RICE TEK INTERNATIONAL GENERAL TRADING LLC UAE ,3,3154333.838,3,0
59033895.24,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",14758473.81,RUIAN HBC TRADING CO LTD 3305 KAITAI BLDG ANYANG ST WENZHOU ZHEJIANG CHINA ,3,7889724.092,4,0
12285568.75,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",12285568.75,SHANGHAI OCEAN SHIPPING SUPPLY CO LTD SHANGHAI CHINA ,3,,1,0
9869964.19,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",9869964.19,SHAOXING BINXIN TEXTILE CO LTD CHINA ,3,,1,0
43443287.85,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",14481095.95,TIGERLILY INTERNATIONAL UK LTD CHINA ,3,6388461.246,3,0
7348657.94,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",7348657.94,WENZHOU VOOETE INDUSTRY CO LTD CHINA ,3,,1,0
20874617.87,"MOON GENERAL TRADING SUIT # 127,EDEN CENTRE, JAIL ROAD, LAHORE.",10437308.93,WHITE EDGE GENERAL TRADING LLC UAE ,3,368190.0131,2,0
647795.02,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,647795.02,CHARABOT 10AVENUE EMMANUEL BAUDOIN 06130 GRASSE FRANCE ,19,,1,0
18322829.63,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,1409448.433,CHARABOT 10AVENUE YE BAUDOINBP 2207006131 GRASSE CEDEX FRANCE,19,851855.2668,13,0
5733929.29,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,716741.1613,EXPRESSIONS PARFUMEES SAS 136 CHEMIN DE ST MARC LE PLAN DE GRASSE06130 GRASSE FRANCE,19,309000.8123,8,0
14255683.2,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,2851136.64,IBERCHEM SA 30820ALCANTARILLA MURCIA SPAIN ,19,1033432.843,5,0
964512.27,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,482256.135,ONLY FRAGRANCES 710 AVE DE LA QIERA 06370 MOUANS SARTOUX FRANCE,19,12711.5384,2,0
419284.8,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,419284.8,SWISS ARABIAN PERFUMES IND LLC PO BOX NO 1615 SHARJAH UAE ,19,,1,0
13853431.85,INTERNATIONAL TRADING AGENCY SAFIUDDIN MANZIL DR.ZIAUDDIN AHMED ROAD OPP.FORMER LIGHT HOUSE CINEMA.,1154452.654,SYMRISE ASIA PACIFIC PTE LTD 226 PANDAN LOOP SINGAPORE 128412 ,19,350184.9745,12,0
1353006232,ABB POWER AND AUTOMATION PVT LTD CHAMBA HOUSE LANE G.O.R I LAHOREPUNJABPK,4780940.748,ABB (Multiple),5,7667577.643,283,0
7029563.34,ABB POWER AND AUTOMATION PVT LTD CHAMBA HOUSE LANE G.O.R I LAHOREPUNJABPK,3514781.67,BALDOR ELECTRIC COMPANY 5711 RS BOREHAM JR STREET FORT SMITH US ,5,1964970.252,2,0
61600.98,ABB POWER AND AUTOMATION PVT LTD CHAMBA HOUSE LANE G.O.R I LAHOREPUNJABPK,61600.98,FORKARDT DEUTSCHLAND GMBH LACHENHAUWEG 12 72766 REUTLINGEN GE ,5,,1,0
96911.03,MAKKAYS BLOCK NO 14 CIVIC CENTRE G-6 MARKAZ ISLAMABAD.,48455.515,STANLEY BLACK AND DECKER MEA FZE L PO BOX 262375 JEBEL ALI FREEZON DUBAI UAE ,7,32664.09772,2,0
2989529.97,TREET CORPORATION LIMITED 72-B KOT LAKHPAT INDUSTRIAL AREA PAKISTAN,2989529.97,CHEMOURS INTERANTIONAL OPERATIONS S CHAMIN DU PAVILLON 1218 LE GRAND SACONNEX SWITZERLAND ,5,,1,0
220187.41,TREET CORPORATION LIMITED 72-B KOT LAKHPAT INDUSTRIAL AREA PAKISTAN,220187.41,EMBA MACHINERY AB P O BOX 2067 S700 02 OREBRO SWEDEN ,5,,1,0
32257309.02,TREET CORPORATION LIMITED 72-B KOT LAKHPAT INDUSTRIAL AREA PAKISTAN,1792072.723,PHOENIX NAYLORS ABRASIVES LTD SHEPLEY ROAD SHEPLEY SOUTH INDUSTR ,5,1172449.661,18,0
16078.31,TREET CORPORATION LIMITED 72-B KOT LAKHPAT INDUSTRIAL AREA PAKISTAN,16078.31,VALCO CINCINNATI LTD HORTONWOOD 32 TF1 7YNSHROPSHIRE TELFORD GREAT BRITAIN ,5,,1,0
41507.1,"M/S NEXT GRAPHICS 50-A, KACHA LAWRANCE ROAD, LAHORE.",41507.1,SHANGHAI EAST BEST FOREIGN TRADE CO LTD 11FL ZI YUAN BUILDING NO258268 ZHAO JIA BANG ROAD SHANGHAI CHINA,148,,1,0
30619740.01,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,10206580,BEST FORTUNE TRADING LTD IRONMONGERS PLACE HONG KONG ,3,1464314.365,3,0
6321850.43,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,3160925.215,GUANGDONG FUTINA ELECTRICAL CO LTD FOSHAN LELIU CHINA ,3,1248859.025,2,0
57109860.18,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,11421972.04,JINAN DALONG MECHANICAL AND ELECTRICAL INDUSTRY CO LTD CHINA ,3,4662697.308,5,0
20197997.03,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,10098998.52,KUNSHAN LEAR ELECTRIC INDUSTRY CO LTD NO 1255 CHENGBEI ROAD YUSHAN TOWN KUNSHAN CITY JIANGSU CHINA ,3,535886.0148,2,0
4429743.91,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,4429743.91,QINGDAO SPADE TRADING CO LTD QINGDAO SHANDONG CHINA ,3,,1,0
21370631.8,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,10685315.9,SHANGHAI OCEAN SHIPPING SUPPLY CO LTD SHANGHAI CHINA ,3,2159331.59,2,0
12665021.49,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,12665021.49,SHUN SHI LIMITED UNIT A1 7F CHEUK NANG PLAZA 250 HENNESSY ,3,,1,0
23535084.76,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,11767542.38,SUCCESS STAND LIMITED WU BUILDING 302308 ROAD HK ,3,3550263.407,2,0
9665038.75,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,9665038.75,TIGERLILY INTERNATIONAL UK LTD CHINA ,3,,1,0
50047510.87,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,16682503.62,UING LIMITED UNIT 4 7F BRIGHT WAY TOWER NO33 MONGKOK KOWLOON HK ,3,3474653.18,3,0
125826467,PREMIER HOME TEXTILE FLAT NO 25/5 FLOOR GOHAR CENTRE WAHDAT ROAD LAHORE,8388431.135,WOSON TRADE CO LIMITED 18 WANG CHIU ROAD KOWLOON HONGKONG ,3,2481820.953,15,0
